,n_obs,mean_daily_ret,std_daily_ret,sharpe_annual,trades,final_equity,lookback,z_entry,z_exit,cost_bp
0,4424,0.28154486889692587,2.453816446540886,1.8214020214697546,411,1245.5545,60,1.5,0.5,5.0
