Date;Symbol;Indexvalue
23.07.1999;V6I1;25.1149
26.07.1999;V6I1;27.3347
27.07.1999;V6I1;26.1202
28.07.1999;V6I1;25.02
29.07.1999;V6I1;25.9664
30.07.1999;V6I1;25.2972
02.08.1999;V6I1;26.4761
03.08.1999;V6I1;26.8135
04.08.1999;V6I1;26.929
05.08.1999;V6I1;30.2078
06.08.1999;V6I1;29.0473
09.08.1999;V6I1;29.6368
10.08.1999;V6I1;30.5759
11.08.1999;V6I1;29.159
12.08.1999;V6I1;26.3012
13.08.1999;V6I1;22.3859
16.08.1999;V6I1;26.1991
17.08.1999;V6I1;26.2609
18.08.1999;V6I1;28.9523
23.08.1999;V6I1;24.76
24.08.1999;V6I1;25.4411
25.08.1999;V6I1;22.919
26.08.1999;V6I1;22.5384
27.08.1999;V6I1;21.7357
30.08.1999;V6I1;23.1366
31.08.1999;V6I1;26.4004
01.09.1999;V6I1;25.0116
02.09.1999;V6I1;27.3714
03.09.1999;V6I1;21.9311
06.09.1999;V6I1;21.851
07.09.1999;V6I1;22.0721
08.09.1999;V6I1;21.7831
09.09.1999;V6I1;20.6292
10.09.1999;V6I1;21.9832
13.09.1999;V6I1;22.8999
14.09.1999;V6I1;27.4301
15.09.1999;V6I1;34.8176
20.09.1999;V6I1;23.5953
21.09.1999;V6I1;25.406
22.09.1999;V6I1;25.9316
23.09.1999;V6I1;24.9433
24.09.1999;V6I1;27.5966
27.09.1999;V6I1;26.4113
28.09.1999;V6I1;27.0389
29.09.1999;V6I1;28.3619
30.09.1999;V6I1;28.1802
01.10.1999;V6I1;28.6407
04.10.1999;V6I1;26.6631
05.10.1999;V6I1;26.1986
06.10.1999;V6I1;24.9183
07.10.1999;V6I1;22.3372
08.10.1999;V6I1;22.6648
11.10.1999;V6I1;23.5499
12.10.1999;V6I1;25.6989
13.10.1999;V6I1;31.4401
18.10.1999;V6I1;29.7224
19.10.1999;V6I1;26.1408
20.10.1999;V6I1;25.4547
21.10.1999;V6I1;25.7467
22.10.1999;V6I1;23.0067
25.10.1999;V6I1;24.6405
26.10.1999;V6I1;23.6407
27.10.1999;V6I1;23.7918
28.10.1999;V6I1;20.9591
29.10.1999;V6I1;21.1109
01.11.1999;V6I1;20.8715
02.11.1999;V6I1;20.9696
03.11.1999;V6I1;21.4601
04.11.1999;V6I1;20.5858
05.11.1999;V6I1;19.2493
08.11.1999;V6I1;19.8773
09.11.1999;V6I1;19.7413
10.11.1999;V6I1;20.0619
11.11.1999;V6I1;19.2344
12.11.1999;V6I1;19.7987
15.11.1999;V6I1;22.9661
16.11.1999;V6I1;24.5176
17.11.1999;V6I1;24.7169
22.11.1999;V6I1;21.9536
23.11.1999;V6I1;22.2482
24.11.1999;V6I1;22.0963
25.11.1999;V6I1;20.8297
26.11.1999;V6I1;20.9007
29.11.1999;V6I1;21.7436
30.11.1999;V6I1;22.286
01.12.1999;V6I1;22.1602
02.12.1999;V6I1;21.8919
03.12.1999;V6I1;20.2536
06.12.1999;V6I1;21.3188
07.12.1999;V6I1;22.0652
08.12.1999;V6I1;22.6967
09.12.1999;V6I1;22.3667
10.12.1999;V6I1;24.3729
13.12.1999;V6I1;26.4484
14.12.1999;V6I1;27.6644
15.12.1999;V6I1;30.3639
20.12.1999;V6I1;28.8081
21.12.1999;V6I1;29.3613
22.12.1999;V6I1;28.424
23.12.1999;V6I1;29.0452
27.12.1999;V6I1;32.7979
28.12.1999;V6I1;32.7908
29.12.1999;V6I1;32.5899
30.12.1999;V6I1;32.3806
03.01.2000;V6I1;32.2003
04.01.2000;V6I1;35.0483
05.01.2000;V6I1;35.1717
06.01.2000;V6I1;33.4803
07.01.2000;V6I1;28.9179
10.01.2000;V6I1;28.9649
11.01.2000;V6I1;29.4209
12.01.2000;V6I1;30.7273
13.01.2000;V6I1;30.0857
14.01.2000;V6I1;26.8035
17.01.2000;V6I1;31.6851
18.01.2000;V6I1;33.2264
19.01.2000;V6I1;37.751
24.01.2000;V6I1;28.6419
25.01.2000;V6I1;30.027
26.01.2000;V6I1;29.4716
27.01.2000;V6I1;28.1507
28.01.2000;V6I1;28.8193
31.01.2000;V6I1;32.6417
01.02.2000;V6I1;30.6889
02.02.2000;V6I1;30.1294
03.02.2000;V6I1;30.2447
04.02.2000;V6I1;29.6778
07.02.2000;V6I1;32.6134
08.02.2000;V6I1;31.0409
09.02.2000;V6I1;31.9672
10.02.2000;V6I1;33.1874
11.02.2000;V6I1;32.5752
14.02.2000;V6I1;39.6154
15.02.2000;V6I1;41.3574
16.02.2000;V6I1;42.335
21.02.2000;V6I1;32.6419
22.02.2000;V6I1;32.6484
23.02.2000;V6I1;31.6045
24.02.2000;V6I1;31.7154
25.02.2000;V6I1;29.8295
28.02.2000;V6I1;32.4289
29.02.2000;V6I1;30.8743
01.03.2000;V6I1;29.6228
02.03.2000;V6I1;27.0782
03.03.2000;V6I1;27.2949
06.03.2000;V6I1;28.3113
07.03.2000;V6I1;29.4486
08.03.2000;V6I1;30.7897
09.03.2000;V6I1;30.2542
10.03.2000;V6I1;27.9698
13.03.2000;V6I1;38.4101
14.03.2000;V6I1;37.6151
15.03.2000;V6I1;43.855
20.03.2000;V6I1;29.4377
21.03.2000;V6I1;29.1511
22.03.2000;V6I1;29.102
23.03.2000;V6I1;28.8024
24.03.2000;V6I1;27.2766
27.03.2000;V6I1;27.6765
28.03.2000;V6I1;27.2156
29.03.2000;V6I1;26.2776
30.03.2000;V6I1;29.2776
31.03.2000;V6I1;28.8112
03.04.2000;V6I1;31.1902
04.04.2000;V6I1;30.7131
05.04.2000;V6I1;37.8865
06.04.2000;V6I1;31.8804
07.04.2000;V6I1;28.1409
10.04.2000;V6I1;29.7717
11.04.2000;V6I1;33.5138
12.04.2000;V6I1;32.4267
13.04.2000;V6I1;32.6433
14.04.2000;V6I1;35.481
17.04.2000;V6I1;46.0036
18.04.2000;V6I1;44.6345
25.04.2000;V6I1;27.567
26.04.2000;V6I1;27.5793
27.04.2000;V6I1;28.9206
28.04.2000;V6I1;26.7859
02.05.2000;V6I1;27.8344
03.05.2000;V6I1;29.1115
04.05.2000;V6I1;29.1515
05.05.2000;V6I1;26.3451
08.05.2000;V6I1;28.0965
09.05.2000;V6I1;28.9996
10.05.2000;V6I1;30.1083
11.05.2000;V6I1;27.3474
12.05.2000;V6I1;26.2424
15.05.2000;V6I1;31.0823
16.05.2000;V6I1;31.2538
17.05.2000;V6I1;34.2655
22.05.2000;V6I1;31.382
23.05.2000;V6I1;30.5001
24.05.2000;V6I1;31.0928
25.05.2000;V6I1;29.0448
26.05.2000;V6I1;28.5798
29.05.2000;V6I1;28.2087
30.05.2000;V6I1;27.4243
31.05.2000;V6I1;27.0774
01.06.2000;V6I1;26.1957
02.06.2000;V6I1;25.5038
05.06.2000;V6I1;26.068
06.06.2000;V6I1;26.5922
07.06.2000;V6I1;26.7239
08.06.2000;V6I1;26.4062
09.06.2000;V6I1;24.5605
12.06.2000;V6I1;27.0343
13.06.2000;V6I1;28.5279
14.06.2000;V6I1;27.6116
19.06.2000;V6I1;22.8336
20.06.2000;V6I1;22.2232
21.06.2000;V6I1;22.7396
22.06.2000;V6I1;22.8697
23.06.2000;V6I1;22.9217
26.06.2000;V6I1;22.8588
27.06.2000;V6I1;22.7733
28.06.2000;V6I1;22.0257
29.06.2000;V6I1;23.4885
30.06.2000;V6I1;21.8956
03.07.2000;V6I1;22.1815
04.07.2000;V6I1;21.7061
05.07.2000;V6I1;21.9285
06.07.2000;V6I1;22.1907
07.07.2000;V6I1;21.4071
10.07.2000;V6I1;21.749
11.07.2000;V6I1;21.155
12.07.2000;V6I1;21.0974
13.07.2000;V6I1;20.273
14.07.2000;V6I1;19.5215
17.07.2000;V6I1;21.436
18.07.2000;V6I1;23.1218
19.07.2000;V6I1;25.3578
24.07.2000;V6I1;20.3275
25.07.2000;V6I1;19.8595
26.07.2000;V6I1;20.0888
27.07.2000;V6I1;20.7301
28.07.2000;V6I1;22.0955
31.07.2000;V6I1;21.5017
01.08.2000;V6I1;21.6741
02.08.2000;V6I1;21.2572
03.08.2000;V6I1;22.2022
04.08.2000;V6I1;21.2064
07.08.2000;V6I1;21.4064
08.08.2000;V6I1;21.8337
09.08.2000;V6I1;20.4878
10.08.2000;V6I1;20.1004
11.08.2000;V6I1;19.0454
14.08.2000;V6I1;21.1175
15.08.2000;V6I1;22.2471
16.08.2000;V6I1;22.2358
21.08.2000;V6I1;19.8516
22.08.2000;V6I1;19.6682
23.08.2000;V6I1;19.2137
24.08.2000;V6I1;19.5152
25.08.2000;V6I1;18.7041
28.08.2000;V6I1;19.3523
29.08.2000;V6I1;19.4605
30.08.2000;V6I1;21.202
31.08.2000;V6I1;19.459
01.09.2000;V6I1;18.5528
04.09.2000;V6I1;20.2724
05.09.2000;V6I1;21.3452
06.09.2000;V6I1;21.805
07.09.2000;V6I1;20.2496
08.09.2000;V6I1;21.0242
11.09.2000;V6I1;22.0412
12.09.2000;V6I1;21.9636
13.09.2000;V6I1;24.9155
18.09.2000;V6I1;21.0082
19.09.2000;V6I1;21.3713
20.09.2000;V6I1;22.0457
21.09.2000;V6I1;25.1614
22.09.2000;V6I1;25.0295
25.09.2000;V6I1;24.3045
26.09.2000;V6I1;24.2834
27.09.2000;V6I1;24.0662
28.09.2000;V6I1;23.7839
29.09.2000;V6I1;23.2676
02.10.2000;V6I1;23.5992
03.10.2000;V6I1;23.3365
04.10.2000;V6I1;24.3469
05.10.2000;V6I1;23.2008
06.10.2000;V6I1;24.0505
09.10.2000;V6I1;28.6973
10.10.2000;V6I1;28.7734
11.10.2000;V6I1;32.6526
12.10.2000;V6I1;32.9768
13.10.2000;V6I1;34.4976
16.10.2000;V6I1;34.0374
17.10.2000;V6I1;31.2455
18.10.2000;V6I1;39.5924
23.10.2000;V6I1;26.4662
24.10.2000;V6I1;25.7729
25.10.2000;V6I1;27.009
26.10.2000;V6I1;27.8597
27.10.2000;V6I1;26.582
30.10.2000;V6I1;26.7721
31.10.2000;V6I1;25.2531
01.11.2000;V6I1;24.7896
02.11.2000;V6I1;23.9677
03.11.2000;V6I1;22.8985
06.11.2000;V6I1;23.6862
07.11.2000;V6I1;24.3151
08.11.2000;V6I1;24.9066
09.11.2000;V6I1;24.1516
10.11.2000;V6I1;26.749
13.11.2000;V6I1;35.773
14.11.2000;V6I1;31.1908
15.11.2000;V6I1;29.9963
20.11.2000;V6I1;26.737
21.11.2000;V6I1;25.8557
22.11.2000;V6I1;27.5761
23.11.2000;V6I1;26.7397
24.11.2000;V6I1;25.9249
27.11.2000;V6I1;27.5615
28.11.2000;V6I1;27.7292
29.11.2000;V6I1;27.5936
30.11.2000;V6I1;31.2737
01.12.2000;V6I1;29.7701
04.12.2000;V6I1;31.4434
05.12.2000;V6I1;29.4216
06.12.2000;V6I1;28.3754
07.12.2000;V6I1;29.2455
08.12.2000;V6I1;27.5884
11.12.2000;V6I1;29.2426
12.12.2000;V6I1;30.0743
13.12.2000;V6I1;32.4991
18.12.2000;V6I1;24.1703
19.12.2000;V6I1;24.3012
20.12.2000;V6I1;27.2982
21.12.2000;V6I1;28.0719
22.12.2000;V6I1;27.5682
27.12.2000;V6I1;27.223
28.12.2000;V6I1;26.9868
29.12.2000;V6I1;26.2456
02.01.2001;V6I1;28.7116
03.01.2001;V6I1;30.1668
04.01.2001;V6I1;28.1549
05.01.2001;V6I1;27.2308
08.01.2001;V6I1;29.3731
09.01.2001;V6I1;29.3006
10.01.2001;V6I1;28.2225
11.01.2001;V6I1;26.3129
12.01.2001;V6I1;23.3952
15.01.2001;V6I1;26.539
16.01.2001;V6I1;29.5815
17.01.2001;V6I1;29.2446
22.01.2001;V6I1;23.346
23.01.2001;V6I1;22.9198
24.01.2001;V6I1;22.1956
25.01.2001;V6I1;21.728
26.01.2001;V6I1;21.6189
29.01.2001;V6I1;22.0974
30.01.2001;V6I1;22.9201
31.01.2001;V6I1;22.5959
01.02.2001;V6I1;22.0544
02.02.2001;V6I1;21.587
05.02.2001;V6I1;21.6143
06.02.2001;V6I1;20.2548
07.02.2001;V6I1;20.6688
08.02.2001;V6I1;19.6048
09.02.2001;V6I1;19.2989
12.02.2001;V6I1;21.427
13.02.2001;V6I1;22.09
14.02.2001;V6I1;28.4605
19.02.2001;V6I1;21.9004
20.02.2001;V6I1;22.2713
21.02.2001;V6I1;24.1111
22.02.2001;V6I1;24.8314
23.02.2001;V6I1;24.8448
26.02.2001;V6I1;24.937
27.02.2001;V6I1;24.1122
28.02.2001;V6I1;25.1044
01.03.2001;V6I1;25.5318
02.03.2001;V6I1;24.4161
05.03.2001;V6I1;23.7246
06.03.2001;V6I1;21.387
07.03.2001;V6I1;21.6742
08.03.2001;V6I1;22.2024
09.03.2001;V6I1;23.392
12.03.2001;V6I1;32.0388
13.03.2001;V6I1;36.7129
14.03.2001;V6I1;50.2696
19.03.2001;V6I1;27.9918
20.03.2001;V6I1;27.6236
21.03.2001;V6I1;28.3867
22.03.2001;V6I1;30.8555
23.03.2001;V6I1;31.7505
26.03.2001;V6I1;29.3553
27.03.2001;V6I1;27.2897
28.03.2001;V6I1;30.4914
29.03.2001;V6I1;31.0643
30.03.2001;V6I1;30.8948
02.04.2001;V6I1;30.8558
03.04.2001;V6I1;36.0682
04.04.2001;V6I1;35.2706
05.04.2001;V6I1;32.27
06.04.2001;V6I1;31.2954
09.04.2001;V6I1;30.5752
10.04.2001;V6I1;27.3619
11.04.2001;V6I1;25.3124
12.04.2001;V6I1;23.7361
17.04.2001;V6I1;35.5705
18.04.2001;V6I1;34.8914
23.04.2001;V6I1;27.2835
24.04.2001;V6I1;25.9484
25.04.2001;V6I1;25.2312
26.04.2001;V6I1;22.9039
27.04.2001;V6I1;20.2841
30.04.2001;V6I1;21.1535
02.05.2001;V6I1;22.2633
03.05.2001;V6I1;23.838
04.05.2001;V6I1;23.9168
07.05.2001;V6I1;24.4674
08.05.2001;V6I1;23.7261
09.05.2001;V6I1;24.7699
10.05.2001;V6I1;22.476
11.05.2001;V6I1;21.6211
14.05.2001;V6I1;25.5699
15.05.2001;V6I1;27.9879
16.05.2001;V6I1;28.0276
21.05.2001;V6I1;20.5286
22.05.2001;V6I1;19.8262
23.05.2001;V6I1;19.7228
24.05.2001;V6I1;19.2191
25.05.2001;V6I1;19.109
28.05.2001;V6I1;19.316
29.05.2001;V6I1;20.5839
30.05.2001;V6I1;21.9198
31.05.2001;V6I1;21.9319
01.06.2001;V6I1;21.01
04.06.2001;V6I1;21.3476
05.06.2001;V6I1;19.705
06.06.2001;V6I1;20.3403
07.06.2001;V6I1;20.4539
08.06.2001;V6I1;18.9241
11.06.2001;V6I1;22.1915
12.06.2001;V6I1;29.5074
13.06.2001;V6I1;27.2843
18.06.2001;V6I1;24.3397
19.06.2001;V6I1;22.8719
20.06.2001;V6I1;23.0898
21.06.2001;V6I1;22.2626
22.06.2001;V6I1;20.8684
25.06.2001;V6I1;21.3552
26.06.2001;V6I1;23.7901
27.06.2001;V6I1;23.3409
28.06.2001;V6I1;21.6005
29.06.2001;V6I1;19.7714
02.07.2001;V6I1;19.5008
03.07.2001;V6I1;20.2649
04.07.2001;V6I1;20.5446
05.07.2001;V6I1;21.2428
06.07.2001;V6I1;27.8049
09.07.2001;V6I1;29.4167
10.07.2001;V6I1;29.0757
11.07.2001;V6I1;33.3713
12.07.2001;V6I1;28.9338
13.07.2001;V6I1;27.4243
16.07.2001;V6I1;31.3061
17.07.2001;V6I1;34.3426
18.07.2001;V6I1;37.1922
23.07.2001;V6I1;25.7396
24.07.2001;V6I1;26.5138
25.07.2001;V6I1;28.5751
26.07.2001;V6I1;27.0296
27.07.2001;V6I1;24.9892
30.07.2001;V6I1;23.3633
31.07.2001;V6I1;22.0217
01.08.2001;V6I1;21.351
02.08.2001;V6I1;21.9726
03.08.2001;V6I1;22.8152
06.08.2001;V6I1;23.0696
07.08.2001;V6I1;23.6434
08.08.2001;V6I1;24.5217
09.08.2001;V6I1;29.5699
10.08.2001;V6I1;27.8241
13.08.2001;V6I1;30.4302
14.08.2001;V6I1;28.4858
15.08.2001;V6I1;29.9443
20.08.2001;V6I1;28.4126
21.08.2001;V6I1;26.6943
22.08.2001;V6I1;26.9531
23.08.2001;V6I1;25.3092
24.08.2001;V6I1;24.1459
27.08.2001;V6I1;25.1722
28.08.2001;V6I1;26.529
29.08.2001;V6I1;26.6459
30.08.2001;V6I1;28.6199
31.08.2001;V6I1;28.2451
03.09.2001;V6I1;30.3094
04.09.2001;V6I1;29.6004
05.09.2001;V6I1;31.2571
06.09.2001;V6I1;34.1303
07.09.2001;V6I1;36.1291
10.09.2001;V6I1;41.5944
11.09.2001;V6I1;76.0493
12.09.2001;V6I1;56.6367
13.09.2001;V6I1;49.7989
14.09.2001;V6I1;69.1827
17.09.2001;V6I1;67.6264
18.09.2001;V6I1;65.1001
19.09.2001;V6I1;64.0481
24.09.2001;V6I1;52.6202
25.09.2001;V6I1;51.1999
26.09.2001;V6I1;49.612
27.09.2001;V6I1;48.4148
28.09.2001;V6I1;43.4532
01.10.2001;V6I1;46.7528
02.10.2001;V6I1;46.2011
03.10.2001;V6I1;44.8316
04.10.2001;V6I1;42.4211
05.10.2001;V6I1;44.4845
08.10.2001;V6I1;48.3637
09.10.2001;V6I1;47.1348
10.10.2001;V6I1;41.3356
11.10.2001;V6I1;40.678
12.10.2001;V6I1;40.0851
15.10.2001;V6I1;54.8119
16.10.2001;V6I1;49.5858
17.10.2001;V6I1;49.5276
22.10.2001;V6I1;43.9096
23.10.2001;V6I1;40.4897
24.10.2001;V6I1;40.4872
25.10.2001;V6I1;42.4746
26.10.2001;V6I1;39.344
29.10.2001;V6I1;41.1912
30.10.2001;V6I1;45.3953
31.10.2001;V6I1;42.7565
01.11.2001;V6I1;41.8956
02.11.2001;V6I1;39.9065
05.11.2001;V6I1;39.1662
06.11.2001;V6I1;39.5688
07.11.2001;V6I1;38.3868
08.11.2001;V6I1;34.2544
09.11.2001;V6I1;34.2054
12.11.2001;V6I1;43.9433
13.11.2001;V6I1;37.4175
14.11.2001;V6I1;46.0686
19.11.2001;V6I1;31.5535
20.11.2001;V6I1;31.6664
21.11.2001;V6I1;30.7677
22.11.2001;V6I1;28.2313
23.11.2001;V6I1;27.6716
26.11.2001;V6I1;28.0893
27.11.2001;V6I1;30.1541
28.11.2001;V6I1;31.2982
29.11.2001;V6I1;31.5184
30.11.2001;V6I1;30.0572
03.12.2001;V6I1;31.9852
04.12.2001;V6I1;30.0042
05.12.2001;V6I1;28.1167
06.12.2001;V6I1;30.1043
07.12.2001;V6I1;29.3551
10.12.2001;V6I1;31.5821
11.12.2001;V6I1;31.4587
12.12.2001;V6I1;32.5267
13.12.2001;V6I1;33.9794
14.12.2001;V6I1;31.6952
17.12.2001;V6I1;32.4144
18.12.2001;V6I1;37.7028
19.12.2001;V6I1;37.1668
27.12.2001;V6I1;27.5492
28.12.2001;V6I1;26.4877
02.01.2002;V6I1;30.7714
03.01.2002;V6I1;27.823
04.01.2002;V6I1;26.9276
07.01.2002;V6I1;29.229
08.01.2002;V6I1;28.3332
09.01.2002;V6I1;28.8261
10.01.2002;V6I1;31.005
11.01.2002;V6I1;28.4585
14.01.2002;V6I1;35.9281
15.01.2002;V6I1;34.6224
16.01.2002;V6I1;38.223
21.01.2002;V6I1;29.3123
22.01.2002;V6I1;27.6936
23.01.2002;V6I1;26.7498
24.01.2002;V6I1;24.3955
25.01.2002;V6I1;23.661
28.01.2002;V6I1;24.6449
29.01.2002;V6I1;25.0778
30.01.2002;V6I1;26.969
31.01.2002;V6I1;26.0656
01.02.2002;V6I1;25.107
04.02.2002;V6I1;26.3115
05.02.2002;V6I1;30.5412
06.02.2002;V6I1;33.148
07.02.2002;V6I1;31.3901
08.02.2002;V6I1;28.6608
11.02.2002;V6I1;30.8026
12.02.2002;V6I1;31.0047
13.02.2002;V6I1;34.7368
18.02.2002;V6I1;26.2844
19.02.2002;V6I1;28.6268
20.02.2002;V6I1;29.6361
21.02.2002;V6I1;28.1508
22.02.2002;V6I1;29.6434
25.02.2002;V6I1;28.0254
26.02.2002;V6I1;27.8506
27.02.2002;V6I1;27.2477
28.02.2002;V6I1;25.6763
01.03.2002;V6I1;24.7829
04.03.2002;V6I1;26.1069
05.03.2002;V6I1;25.9402
06.03.2002;V6I1;25.6963
07.03.2002;V6I1;25.4245
08.03.2002;V6I1;24.6132
11.03.2002;V6I1;27.8774
12.03.2002;V6I1;27.99
13.03.2002;V6I1;30.938
18.03.2002;V6I1;22.1033
19.03.2002;V6I1;21.518
20.03.2002;V6I1;21.9653
21.03.2002;V6I1;21.4581
22.03.2002;V6I1;20.1385
25.03.2002;V6I1;20.2197
26.03.2002;V6I1;19.646
27.03.2002;V6I1;19.0719
28.03.2002;V6I1;18.8975
02.04.2002;V6I1;21.1563
03.04.2002;V6I1;21.2053
04.04.2002;V6I1;22.0982
05.04.2002;V6I1;21.4626
08.04.2002;V6I1;25.3681
09.04.2002;V6I1;24.2192
10.04.2002;V6I1;23.5245
11.04.2002;V6I1;24.0168
12.04.2002;V6I1;23.9629
15.04.2002;V6I1;24.3379
16.04.2002;V6I1;26.9466
17.04.2002;V6I1;30.6423
22.04.2002;V6I1;23.0758
23.04.2002;V6I1;23.1059
24.04.2002;V6I1;23.1702
25.04.2002;V6I1;25.1651
26.04.2002;V6I1;25.1862
29.04.2002;V6I1;25.9275
30.04.2002;V6I1;25.297
02.05.2002;V6I1;25.9007
03.05.2002;V6I1;26.4002
06.05.2002;V6I1;27.1348
07.05.2002;V6I1;27.3967
08.05.2002;V6I1;25.3772
09.05.2002;V6I1;25.2652
10.05.2002;V6I1;25.5864
13.05.2002;V6I1;27.1287
14.05.2002;V6I1;29.7033
15.05.2002;V6I1;29.0687
20.05.2002;V6I1;25.2232
21.05.2002;V6I1;25.426
22.05.2002;V6I1;26.7066
23.05.2002;V6I1;26.3756
24.05.2002;V6I1;25.2191
27.05.2002;V6I1;24.7897
28.05.2002;V6I1;25.2387
29.05.2002;V6I1;25.1134
30.05.2002;V6I1;27.3306
31.05.2002;V6I1;26.0865
03.06.2002;V6I1;27.6844
04.06.2002;V6I1;31.1787
05.06.2002;V6I1;30.2456
06.06.2002;V6I1;29.0354
07.06.2002;V6I1;30.4052
10.06.2002;V6I1;30.4753
11.06.2002;V6I1;28.7833
12.06.2002;V6I1;32.0667
13.06.2002;V6I1;33.5756
14.06.2002;V6I1;39.2911
17.06.2002;V6I1;37.7102
18.06.2002;V6I1;39.1566
19.06.2002;V6I1;46.3408
24.06.2002;V6I1;40.0223
25.06.2002;V6I1;37.6603
26.06.2002;V6I1;43.4018
27.06.2002;V6I1;40.2988
28.06.2002;V6I1;37.8339
01.07.2002;V6I1;39.3829
02.07.2002;V6I1;44.4787
03.07.2002;V6I1;48.4784
04.07.2002;V6I1;44.0601
05.07.2002;V6I1;38.9663
08.07.2002;V6I1;44.1847
09.07.2002;V6I1;44.8281
10.07.2002;V6I1;49.1391
11.07.2002;V6I1;55.5028
12.07.2002;V6I1;55.0279
15.07.2002;V6I1;70.7639
16.07.2002;V6I1;75.3354
17.07.2002;V6I1;71.123
22.07.2002;V6I1;58.0048
23.07.2002;V6I1;60.6594
24.07.2002;V6I1;66.606
25.07.2002;V6I1;62.821
26.07.2002;V6I1;59.2897
29.07.2002;V6I1;49.2966
30.07.2002;V6I1;49.032
31.07.2002;V6I1;51.3235
01.08.2002;V6I1;56.8975
02.08.2002;V6I1;58.3852
05.08.2002;V6I1;65.0882
06.08.2002;V6I1;62.1648
07.08.2002;V6I1;66.0588
08.08.2002;V6I1;57.3047
09.08.2002;V6I1;55.2865
12.08.2002;V6I1;63.6556
13.08.2002;V6I1;63.8594
14.08.2002;V6I1;63.1522
19.08.2002;V6I1;38.0266
20.08.2002;V6I1;39.8261
21.08.2002;V6I1;38.4825
22.08.2002;V6I1;39.3185
23.08.2002;V6I1;39.4771
26.08.2002;V6I1;40.3681
27.08.2002;V6I1;39.2431
28.08.2002;V6I1;45.1586
29.08.2002;V6I1;49.5778
30.08.2002;V6I1;48.7024
02.09.2002;V6I1;53.1335
03.09.2002;V6I1;63.1256
04.09.2002;V6I1;61.6481
05.09.2002;V6I1;59.2289
06.09.2002;V6I1;49.4529
09.09.2002;V6I1;52.6933
10.09.2002;V6I1;49.7842
11.09.2002;V6I1;45.3209
12.09.2002;V6I1;50.2935
13.09.2002;V6I1;48.7799
16.09.2002;V6I1;56.3701
17.09.2002;V6I1;60.2458
18.09.2002;V6I1;73.1212
23.09.2002;V6I1;60.9542
24.09.2002;V6I1;61.6792
25.09.2002;V6I1;58.4339
26.09.2002;V6I1;56.3498
27.09.2002;V6I1;58.2539
30.09.2002;V6I1;63.7743
01.10.2002;V6I1;58.6261
02.10.2002;V6I1;58.819
03.10.2002;V6I1;60.7335
04.10.2002;V6I1;62.3401
07.10.2002;V6I1;65.7847
08.10.2002;V6I1;63.8716
09.10.2002;V6I1;60.8028
10.10.2002;V6I1;54.9846
11.10.2002;V6I1;50.163
14.10.2002;V6I1;58.8857
15.10.2002;V6I1;59.1842
16.10.2002;V6I1;69.0783
21.10.2002;V6I1;52.0467
22.10.2002;V6I1;52.3915
23.10.2002;V6I1;53.6215
24.10.2002;V6I1;51.7402
25.10.2002;V6I1;50.231
28.10.2002;V6I1;48.4798
29.10.2002;V6I1;51.2473
30.10.2002;V6I1;48.7232
31.10.2002;V6I1;46.6496
01.11.2002;V6I1;46.4804
04.11.2002;V6I1;46.6915
05.11.2002;V6I1;46.2596
06.11.2002;V6I1;49.1392
07.11.2002;V6I1;52.6703
08.11.2002;V6I1;54.432
11.11.2002;V6I1;58.731
12.11.2002;V6I1;56.3879
13.11.2002;V6I1;58.8671
18.11.2002;V6I1;40.0931
19.11.2002;V6I1;39.2607
20.11.2002;V6I1;38.1353
21.11.2002;V6I1;35.6465
22.11.2002;V6I1;34.8374
25.11.2002;V6I1;34.5525
26.11.2002;V6I1;36.8091
27.11.2002;V6I1;34.2772
28.11.2002;V6I1;34.3414
29.11.2002;V6I1;35.9171
02.12.2002;V6I1;38.1978
03.12.2002;V6I1;41.7363
04.12.2002;V6I1;41.1103
05.12.2002;V6I1;45.1342
06.12.2002;V6I1;44.3614
09.12.2002;V6I1;51.0425
10.12.2002;V6I1;47.9315
11.12.2002;V6I1;42.9975
12.12.2002;V6I1;43.9117
13.12.2002;V6I1;44.7993
16.12.2002;V6I1;44.2818
17.12.2002;V6I1;43.8761
18.12.2002;V6I1;46.9642
23.12.2002;V6I1;46.5577
27.12.2002;V6I1;50.6388
30.12.2002;V6I1;52.7413
02.01.2003;V6I1;46.0551
03.01.2003;V6I1;43.961
06.01.2003;V6I1;43.5325
07.01.2003;V6I1;44.218
08.01.2003;V6I1;45.5771
09.01.2003;V6I1;43.1196
10.01.2003;V6I1;37.6411
13.01.2003;V6I1;41.413
14.01.2003;V6I1;45.1856
15.01.2003;V6I1;43.8393
20.01.2003;V6I1;43.5641
21.01.2003;V6I1;45.9429
22.01.2003;V6I1;48.8698
23.01.2003;V6I1;47.6346
24.01.2003;V6I1;47.1579
27.01.2003;V6I1;53.8312
28.01.2003;V6I1;52.9311
29.01.2003;V6I1;51.3607
30.01.2003;V6I1;46.8228
31.01.2003;V6I1;43.2757
03.02.2003;V6I1;40.8997
04.02.2003;V6I1;47.6985
05.02.2003;V6I1;45.0016
06.02.2003;V6I1;45.2307
07.02.2003;V6I1;45.3416
10.02.2003;V6I1;45.9924
11.02.2003;V6I1;43.0115
12.02.2003;V6I1;44.8334
13.02.2003;V6I1;46.1046
14.02.2003;V6I1;44.9049
17.02.2003;V6I1;46.8581
18.02.2003;V6I1;44.4775
19.02.2003;V6I1;52.4119
24.02.2003;V6I1;45.0712
