,Selected_p,AIC,BIC,min_|root|,Stable_AR,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6
0,6,22014.345043509737,22065.50524796927,1.0845595832032084,True,0.5920058290920381,0.19197144815465522,-0.04383728949696637,0.007074627170454574,0.061975626196439516,0.05238677397690119
