,omega,alpha_1,beta_1,alpha+beta,Stationary_variance,Half_life_days,nu_df,distribution
0,1.2070299246796994,0.5997570651206817,0.37366505109896697,0.9734221162196487,True,25.731718888941444,3.666646766025368,Standardized Student's t
